date,open,high,low,close,volume,vix_close
2020-07-14,403,416.11,391.42,415.08,13567356,29.52
2020-07-15,416.57,417.32,402.23,409.09,10099623,27.76
2020-07-16,400.6,408.27,395.82,405.39,8624118,28
2020-07-17,409.02,409.94,403.51,408.06,6657123,25.68
2020-07-20,410.97,421.25,406.27,420.43,7039983,24.46
2020-07-21,420.52,422.4,411.47,413.14,6866718,24.84
2020-07-22,414.7,424.1,411.6623,417.55,9182271,24.32
2020-07-23,418,421.88,401.25,405.19,10291532,26.08
2020-07-24,395,414.59,391.08,407.78,11832300,25.84
2020-07-27,409.29,417.67,408.71,416.86,7303255,24.74
2020-07-28,414.97,415.28,408.37,408.62,6790901,25.44
2020-07-29,415.632,420.65,413.88,418.62,7112692,24.1
2020-07-30,415,424.9218,411.81,424.56,7722004,24.76
2020-07-31,422.53,430.66,417.32,424.59,9657150,24.46
2020-08-03,429.3,443.95,428.61,440.41,10325456,24.28
2020-08-04,442,449.11,436.2401,449.11,7758390,23.76
2020-08-05,449.76,454.8672,446.65,451.47,6262493,22.99
2020-08-06,453.99,454.32,447.15,453.42,6107892,22.65
2020-08-07,452.5,460.19,441.5,447.98,8562899,22.21
2020-08-10,453.37,456.33,434.26,446.6,10694898,22.13
2020-08-11,442.95,445.47,431.83,434,8862763,24.03
2020-08-12,439.63,458.68,438.33,457.61,11623573,22.28
2020-08-13,461.84,468.87,454.23,457.72,9361489,22.13
2020-08-14,461.2,468.19,457.62,462.56,9160904,22.05
2020-08-17,474.05,496.39,472.6876,493.48,15417858,21.35
2020-08-18,498,499.84,483.45,490.43,12586155,21.51
2020-08-19,491.86,492.6,483.92,485.54,15565558,22.54
2020-08-20,479,495,475.15,485.64,23034656,22.72
2020-08-21,488.07,512.348,487.8064,507.34,24996738,22.54
2020-08-24,515.35,516.5,500.3,508.81,12264105,22.37
2020-08-25,505.23,510.45,502.95,510,7226920,22.03
2020-08-26,511.9694,514.7396,507.11,510.92,8031073,23.27
2020-08-27,511.26,514,502.6573,505.13,7940073,24.47
2020-08-28,506.9965,525.92,505.7,525.91,13428963,22.96
2020-08-31,527.3114,543,521.51,534.98,12521030,26.41
2020-09-01,539.2,559.75,537.46,552.84,12811849,26.12
2020-09-02,588.15,589.0699,556,573.86,21850322,26.57
2020-09-03,553.1454,555.38,515.15,520.62,23628151,33.6
2020-09-04,511.35,527,468.19,504.9,36592071,30.75
2020-09-08,469.38,502,468.17,476.52,19893237,31.46
2020-09-09,496,512.37,489.27,508.6,18404957,28.81
2020-09-10,519.57,522.61,486.68,492.47,17467111,29.71
2020-09-11,499.42,506.1,475.83,486.58,15923172,26.87
2020-09-14,523.24,532.6,505.2457,514.89,30043624,25.85
2020-09-15,531.2,531.95,513.11,519.64,18188914,25.59
2020-09-16,518.29,523.71,500.55,500.58,13939985,26.04
2020-09-17,485.2894,503.59,481.39,498.54,19812794,26.46
2020-09-18,503.75,505.3,479.55,487.57,17461548,25.83
2020-09-21,477,500.9,476.18,500.69,18026061,27.78
2020-09-22,503,505.9199,486.222,505.51,16161302,26.86
2020-09-23,503.02,509.08,483.17,484.95,16175308,28.58
2020-09-24,482.89,502.78,480.56,493.92,18281008,28.51
2020-09-25,497.9,515.34,489.83,514.95,14700407,26.38
2020-09-28,521.61,522.07,510,521.4,14345228,26.19
2020-09-29,517.5,537.71,517.33,529.03,15575124,26.27
2020-09-30,526.3,544.9,526.01,541.22,17229603,26.37
2020-10-01,550.32,550.5095,538.4301,544.58,13125059,26.7
2020-10-02,529,540.78,522.04,522.49,13812397,27.63
2020-10-05,529.44,545.77,528.9106,545.7,11995457,27.96
2020-10-06,553.2,565.68,546.6,549.46,19610496,29.48
2020-10-07,559.99,564.77,554.54,558.56,10452129,28.06
2020-10-08,563,563.38,550.32,553.55,9472522,26.36
2020-10-09,550.68,552.97,546.43,550.51,8672273,25
2020-10-12,559.58,573.88,556.5,569.04,10868595,25.07
2020-10-13,571.86,573.9399,560.745,569.93,8615078,26.07
2020-10-14,571.62,573.71,558.4,563.81,6916178,26.4
2020-10-15,552.4272,560.23,550.71,558.8,6680628,26.97
2020-10-16,561.47,564.86,551.7,552.46,6065990,27.41
2020-10-19,556.115,559.3399,536.27,539.91,7451714,29.18
2020-10-20,543.34,551.99,540.2801,545.82,5730301,29.35
2020-10-21,545,551.66,539.1001,540.99,5489933,28.65
2020-10-22,540.9,544.47,529.27,534.44,7261986,28.11
2020-10-23,538,543.73,531.65,543.61,5837107,27.55
2020-10-26,537.08,547.7117,521.54,525.65,8422358,32.46
2020-10-27,532.24,537.68,527.66,535.87,6262992,33.35
2020-10-28,527.92,530.4,504.36,505.08,9412952,40.28
2020-10-29,513.54,527.71,510,520.96,8002046,37.59
2020-10-30,514,517.455,492,501.36,10434900,38.02
2020-11-02,506.31,513.4663,495.8,503.23,7491316,37.13
2020-11-03,508.34,524.2,504.11,520.78,6822527,35.55
2020-11-04,535.57,553.1,533.475,551.77,10255732,29.57
2020-11-05,566.5,573.56,559.64,566.4,7975708,27.58
2020-11-06,564.39,583.55,555.8,582.48,9583732,24.86
2020-11-09,582.1,587.66,544.43,545.23,14574447,25.75
2020-11-10,544.26,544.26,505.13,510.8,16101680,24.8
2020-11-11,522.15,537.395,517.93,536.72,10118586,23.45
2020-11-12,539.1569,550.64,532.64,538.27,9165875,25.35
2020-11-13,545.0911,546.7499,522.37,531.88,8669058,23.1
2020-11-16,526.9,545.98,526.2401,540.61,10344370,22.45
2020-11-17,542.1,543.85,532.1549,536.89,7800699,22.71
2020-11-18,538.61,544.23,527.4,537.15,12773133,23.84
2020-11-19,528.51,539.5,524,537.61,14148355,23.11
2020-11-20,538.16,539.7799,522.6,523.51,8527245,23.7
2020-11-23,526.8452,535.3,520.62,525.6,9033855,22.66
2020-11-24,525.7,526.48,515.4,518.31,8568883,21.64
2020-11-25,521.3,530.7756,520.8,529.39,6497910,21.25
2020-11-27,535,536.3,526.8218,530.45,4181880,20.84
2020-11-30,530.6,536.5,518.8941,536.06,7173800,20.57
2020-12-01,539.69,541.15,529.13,535.6,7412379,20.77
2020-12-02,534.02,546.9377,529.37,541.78,7084030,21.17
2020-12-03,543.5,546.4,533.16,535.84,4988016,21.28
2020-12-04,537.94,542.3999,535.5476,542.33,5056085,20.79
2020-12-07,544.05,549.25,540,544.27,5581081,21.3
2020-12-08,543.4,543.95,531.26,534,6798022,20.68
2020-12-09,532.02,536.56,514.7295,517.23,10032530,22.27
2020-12-10,514.76,522.7499,513.975,518.89,5194118,22.52
2020-12-11,518.69,520.8,512.92,520.53,5231641,23.31
2020-12-14,523.515,535.55,523.1,532.35,6753947,24.72
2020-12-15,537.59,538.56,527.47,534.42,4837148,22.89
2020-12-16,536.8999,537.49,528.5,529.7,5577867,22.5
2020-12-17,534.67,535.18,527.14,533.65,5784597,21.93
2020-12-18,535.16,536.2,522.82,530.88,8551616,21.57
2020-12-21,522.99,534.8,518.7,533.29,7558304,25.16
2020-12-22,532.77,533.4899,522.1552,531.13,4657872,24.23
2020-12-23,530.24,531,520.2,520.37,4478569,23.31
2020-12-24,521.49,525.3,517.55,519.75,2447088,21.53
2020-12-28,522.5,522.5,510.527,516,5286655,21.7
2020-12-29,517,522.9,513.69,517.73,4259304,23.08
2020-12-30,519.6124,528.55,515.87,525.83,5634929,22.77
2020-12-31,525.46,526.045,516.6,522.2,4810610,22.75
2021-01-04,524.17,546.0999,518.5,524.54,14016045,26.97
2021-01-05,523.99,537.74,523.48,536.19,8068998,25.34
2021-01-06,528.9,529.8,503.44,504.58,14510575,25.07
2021-01-07,518.7,535.11,515.4601,533.76,11537037,22.37
2021-01-08,534.5,536.8399,521.68,531.07,7313215,21.56
2021-01-11,536.75,558.44,534.5,544.86,12975720,24.08
2021-01-12,550.1,550.18,533.8,539.39,7178074,23.33
2021-01-13,539.5986,544.9999,535.4001,541.27,5250711,22.21
2021-01-14,543,543.99,527.22,528.01,7078007,23.25
2021-01-15,529.12,533.01,513.94,514.38,6944532,24.34
2021-01-19,520.65,523.7593,513.76,521.01,5654672,23.24
2021-01-20,524.47,537.22,522.27,534.63,6464272,21.58
2021-01-21,536.7442,559.9743,530.1201,554.7,8458490,21.32
2021-01-22,549.6035,553.6693,545.09,548.5,6170464,21.91
2021-01-25,551.27,553.14,529.4592,546.13,6277779,23.19
2021-01-26,543.2176,545.79,535.5,537.41,4099510,23.02
2021-01-27,529.2,529.31,511.75,516.71,9281821,37.21
2021-01-28,519.85,533.59,518.42,522.04,5707899,30.21
2021-01-29,523,533.39,516.4602,519.59,6788801,33.09
2021-02-01,522.1335,530.83,516.11,529.48,5430108,30.24
2021-02-02,535.95,542.88,531.4199,542.27,5451603,25.56
2021-02-03,545.44,557.27,540.66,541.22,6135232,22.91
2021-02-04,541.24,546.94,533.5145,546.57,5033462,21.77
2021-02-05,549,549.49,541.83,543.64,4228841,20.87
2021-02-08,549.0886,578.95,549.0886,577.55,10865571,21.24
2021-02-09,573.625,583.33,568.9,570.53,7128078,21.63
2021-02-10,578.53,596.2,573.655,590.57,12047762,21.99
2021-02-11,599.21,610.89,597,610.03,11270693,21.25
2021-02-12,602,611.6455,591,598.45,9368937,19.97
2021-02-16,602.57,614.9,598,613.21,8048988,21.46
2021-02-17,606.84,608.9407,591.2,596.24,6786368,21.5
2021-02-18,589.16,594.93,583,593.16,5852020,22.49
2021-02-19,600.98,607.0799,593.868,597.06,6793103,22.05
2021-02-22,590.99,605.33,573,574.23,8041814,23.45
2021-02-23,563.01,569.55,535.58,565.68,9794483,23.11
2021-02-24,564.91,580.27,550.24,579.96,11207977,21.34
2021-02-25,561.8167,574.99,528.65,532.3,20304906,28.89
2021-02-26,550.1,554.18,534.44,548.58,12468975,27.95
2021-03-01,555,557,542.1299,553.67,8829575,23.35
2021-03-02,556,556.82,535.84,536.25,6602853,24.1
2021-03-03,537.05,538.06,511.95,512.19,9439757,26.67
2021-03-04,512.03,519,483.35,494.81,14333629,28.57
2021-03-05,502,502,467.17,498.46,13570971,24.66
2021-03-08,498,498.85,462.66,463.73,13577792,25.47
2021-03-09,485.21,504.67,482.37,500.81,13045638,24.03
2021-03-10,513.62,519.2,498.3,498.73,9609414,22.56
2021-03-11,518,521.85,509.38,519.74,7497857,21.91
2021-03-12,505.93,515.55,503.6,514.24,6099099,20.69
2021-03-15,514.59,528.27,510.685,527.65,5563011,20.03
2021-03-16,534.26,540.5,524.67,531.65,6803240,19.79
2021-03-17,521.59,538.13,519.58,533.65,6096605,19.23
2021-03-18,525.46,527.36,508.6817,508.9,7354702,21.58
2021-03-19,510,516.86,504.5,513.83,7480174,20.95
2021-03-22,516.51,535.78,516.27,527.45,7445077,18.88
2021-03-23,530.17,533.78,520.85,522.83,5551152,20.3
2021-03-24,526.05,526.365,505.47,505.72,6145963,21.2
2021-03-25,499.98,508.59,490.88,501.41,7378614,19.81
2021-03-26,502.18,514.25,494.94,513.57,9099224,18.86
2021-03-29,512.81,522.5,508,517.93,6837997,20.74
2021-03-30,513.678,519.01,508.2,514.87,5005062,19.61
2021-03-31,520.62,538.82,519.3,533.93,7869438,19.4
2021-04-01,542.89,554.8,540.45,552.47,7706865,17.33
2021-04-05,554.7,560.5585,549.32,559.5,6391785,17.91
2021-04-06,559.9871,562.165,550.9449,554.46,4793649,18.12
2021-04-07,555.23,569.7399,548.46,565.74,6282109,17.16
2021-04-08,570.11,578.86,569.9577,572.68,6110373,16.95
2021-04-09,568.56,576.32,567,576,4879272,16.69
2021-04-12,571.59,614.1,565.57,608.36,21733050,16.91
2021-04-13,609.26,628,605.03,627.18,16905297,16.65
2021-04-14,625,628.8184,609.1,611.08,9637548,16.99
2021-04-15,626.5,648.566,625.26,645.49,14962017,16.57
2021-04-16,642.1235,646.63,634.61,636.5,8380189,16.25
2021-04-19,621.4616,632.3,609.3201,614.47,10110452,17.29
2021-04-20,612.93,619.88,598.52,606.85,8353326,18.68
2021-04-21,604.75,614.5,604.09,614.42,5419426,17.5
2021-04-22,615,617.5427,591.34,594.01,6944657,18.71
2021-04-23,597.3745,613.395,596.01,610.61,5694305,17.33
2021-04-26,607.4018,619.16,605,619.12,4944927,17.64
2021-04-27,623.14,626.82,614.18,615.27,4114325,17.56
2021-04-28,614.58,621.29,608.6207,611.07,5235405,17.28
2021-04-29,616,617.46,602.86,612.99,4329912,17.61
2021-04-30,606.98,614.5999,599.88,600.38,5047752,18.61
2021-05-03,605,609.87,591.5,593.47,5097796,18.31
2021-05-04,585.49,585.5,560.41010000000006,574.05,10133120,19.48
2021-05-05,588.36,592.54,575.5,578.34,7300576,19.15
2021-05-06,579.81,582.85,568.7236,580.92,4834523,18.39
2021-05-07,592.33,598.83,586.8683,592.49,5733183,16.69
2021-05-10,591.49,592.24,570,570.63,6722595,19.66
2021-05-11,553,574.19,550,572.25,7139634,21.84
2021-05-12,560.38,570.41,548.37,550.34,7585233,27.59
2021-05-13,561.35,563.23,538.36,546.61,7143187,23.13
2021-05-14,555.6,573.1242,549.94,569.72,6465375,18.81
2021-05-17,566.28,566.77,554.14,566.62,5424521,19.72
2021-05-18,570.68,576.17,560.16,560.63,4656356,21.34
2021-05-19,542.66,563.18,541.73,562.63,8599984,22.18
2021-05-20,572.1,587.3514,570.82,584.5,8039798,20.67
2021-05-21,606.55,608.88,594.7756,599.67,16824800,20.15
2021-05-24,608.5,629.8,607.04,624.48,13870405,18.4
2021-05-25,630.64,632.7399,619.3,625.91,10885172,18.84
2021-05-26,629.37,631.75,623.45,628,9260966,17.36
2021-05-27,627.99,630,618.4,619.52,14536880,16.74
2021-05-28,620.04,651.099,620.04,649.78,16113390,16.76
2021-06-01,650.8,655.525,636.13,650.58,11820075,17.9
2021-06-02,650.09,676.7547,649.42,671.13,14854189,17.48
2021-06-03,668.03,690.36,663.32,678.79,14500170,18.04
2021-06-04,684.5,706.44,683.82,703.13,15428007,16.42
2021-06-07,702.8456,712.5,687.71,704.76,14393873,16.42
2021-06-08,701.09,704.8635,690.04,698.28,8096169,17.07
2021-06-09,700.63,703,690.23,694.33,9541437,17.89
2021-06-10,694,699.68,687.0401,697,7194261,16.1
2021-06-11,699.18,717.569,697.75,713.01,10407691,15.65
2021-06-14,716.24,721.58,706.5101,720.75,8034357,16.39
2021-06-15,716.6,720.65,709.118,711.54,6075761,17.02
2021-06-16,711.63,718.1871,703.377,712.41,7594711,18.15
2021-06-17,710.9827,753.4,710.2501,746.29,20241372,17.75
2021-06-18,751.36,775,743.36,745.55,24221357,20.7
2021-06-21,737.41,741.46,712.906,737.09,16809554,17.89
2021-06-22,738.86,758.55,735.435,755.47,14503639,16.66
2021-06-23,760.31,766.11,756.31,762.29,8308926,16.32
2021-06-24,769.11,776.8,763.53,768.22,8023060,15.97
2021-06-25,771.22,773.82,755.775,761.24,6959148,15.62
2021-06-28,774.45,803.15,772.76,799.4,12385914,15.76
2021-06-29,795.3,803.95,786.275,801.07,9190846,16.02
2021-06-30,799.965,806.5,794.55,800.1,8164154,15.83
2021-07-01,805,818.24,800.76,808.48,12003374,15.48
2021-07-02,817.605,820.21,811.51,819.48,8584917,15.07
2021-07-06,829.5,833.68,814.01,827.94,11167687,16.44
2021-07-07,834.14,835,813.282,814.87,10460682,16.2
2021-07-08,794.26,805.32,788.03,796.11,12582492,19
2021-07-09,798.5,803.205,790.17,802.01,7415567,16.18
2021-07-12,809.6,821.31,807.51,820.5,8049619,16.17
2021-07-13,816.02,818.45,804.5601,810,7267658,17.12
2021-07-14,814.31,816.71,790.11,793.66,9502480,16.33
2021-07-15,792.47,793.88,754.3401,758.65,13764113,17.01
2021-07-16,761.22,766.2844,722.92,726.44,17205566,18.45
2021-07-19,716.61,761.68,714.62,751.19,18726469,22.5
2021-07-20,187.3,188.38,181.64,186.12,43366188,19.73
2021-07-21,188.82,195.27,187.42,194.1,37101736,17.91
2021-07-22,196.42,198.87,192.76,195.94,32382595,17.69
2021-07-23,196.5635,197,192.5,195.58,19567198,17.2
2021-07-26,193.11,194.42,189.14,192.94,20394316,17.58
2021-07-27,192.65,196.22,187.41,192.08,24886258,19.36
2021-07-28,193.192,196.46,189.95,195.03,20219115,18.31
2021-07-29,195.19,198.53,193.2803,196.62,18373399,17.7
2021-07-30,194.18,196.3,192.63,194.99,18349746,18.24
2021-08-02,197,199.61,193.61,197.5,21744397,19.46
2021-08-03,197.4,202.22,192.2,198.15,30181074,18.04
2021-08-04,199.9,203.18,198.28,202.74,23130940,17.97
2021-08-05,205,207.33,203.42,206.37,21143537,17.28
2021-08-06,205.24,205.7,202.1,203.66,17849661,16.15
2021-08-09,204.46,205.0799,201.43,202.95,14644310,16.72
2021-08-10,203.22,204.3,198.3454,199.36,17923778,16.79
2021-08-11,200.43,200.49,194.3,196.99,18592484,16.06
2021-08-12,198.7,200.2899,196.2,199.05,15186155,15.59
2021-08-13,199.05,202.1381,198.51,201.88,18059898,15.45
2021-08-16,201.35,202.87,194.53,199.5,21115280,16.12
2021-08-17,196.85,197.7,192.67,194.58,20458485,17.91
2021-08-18,195,196.3365,190,190.4,28591348,21.57
2021-08-19,194.94,204.95,187.62,197.98,76655477,21.67
2021-08-20,199.91,208.6506,199.33,208.16,67574131,18.56
2021-08-23,209.71,219.97,209.5,219.58,57580658,17.15
2021-08-24,217.53,219.59,215.35,217.93,29729892,17.22
2021-08-25,217.37,224.7,217.22,222.13,34770104,16.79
2021-08-26,222,223.4,217.9,220.68,23794042,18.84
2021-08-27,221.84,227.22,221.67,226.36,30472219,16.39
2021-08-30,228.2997,230.43,225.51,226.88,26257990,16.19
2021-08-31,226.95,226.95,221.2,223.85,25984968,16.48
2021-09-01,224.85,226.97,223.565,224.41,20176695,16.11
2021-09-02,225.18,225.9299,222.945,223.96,18810957,16.41
2021-09-03,223.25,229.86,222,228.43,28083198,16.41
2021-09-07,228.33,228.99,225.224,226.62,19810716,18.14
2021-09-08,225.13,226.1,219.77,223.39,25443421,17.96
2021-09-09,223.12,225.38,221.31,221.77,19685601,18.8
2021-09-10,223.4831,226.26,222.7,224.78,24837574,20.95
2021-09-13,226.84,229.64,218.58,221.52,29749990,19.37
2021-09-14,222.75,224.1,220.86,222.42,19975460,19.46
2021-09-15,223.09,223.6699,219.66,223.41,16653801,18.18
2021-09-16,221.8345,222.77,219.27,222.42,15603344,18.69
2021-09-17,223,223.21,218.3,219,29450284,20.81
2021-09-20,211.46,214.33,206.62,211.13,34944045,25.71
2021-09-21,214.165,214.25,209.5,212.46,20468810,24.36
2021-09-22,213.655,219.6,211.96,219.41,26872556,20.87
2021-09-23,221.4,225.345,218.9,224.82,24855491,18.63
2021-09-24,220.7,221.49,218.61,220.81,21765545,17.75
2021-09-27,217.1035,217.99,213.25,216.6,24521514,18.76
2021-09-28,212.135,214.19,206.51,206.99,34306895,23.25
2021-09-29,209.395,210.17,204.67,205.17,21839363,22.56
2021-09-30,207.684,210.66,206.88,207.16,22100912,23.14
2021-10-01,207.5,208.59,202.03,207.42,24097796,21.15
2021-10-04,205.04,205.4179,195.55,197.32,34563497,22.96
2021-10-05,199.5,206.48,198.54,204.51,27928165,21.3
2021-10-06,201.2,207.2,200.8,207,29720175,21
2021-10-07,210.92,213.22,209.72,210.75,25691893,19.54
2021-10-08,211.01,212.06,207.75,208.31,15125791,18.77
2021-10-11,205.75,210.63,205.11,206.95,16338754,20
2021-10-12,208.275,210.57,205.28,206.71,16213354,19.85
2021-10-13,209.18,209.9,207.13,209.39,18065188,18.64
2021-10-14,212.88,217.55,211.2201,217.46,24358881,16.86
2021-10-15,218.1,219.31,216.62,218.62,22699401,16.3
2021-10-18,217.49,222.91,216.44,222.22,18949356,16.31
2021-10-19,222.76,223.79,220.37,222.9,16147329,15.7
